sensor_type, device_type, timestamps, ssid, bssid, frequency, level, 
wlan,smartphone,1454459888460068816,,0c:54:a5:94:99:29,2437.000,-75.000
wlan,smartphone,1454459888460047076,HOME-CD11-2.4,0c:54:a5:94:99:28,2437.000,-74.000
wlan,smartphone,1454459888460034379,Apple Network 6607a5,5c:96:9d:66:07:a5,2462.000,-87.000
wlan,smartphone,1454459888460023170,larson129's Guest Network,5e:96:9d:66:07:a6,2462.000,-86.000
wlan,smartphone,1454459888460997587,xfinitywifi,0c:54:a5:94:99:2a,2437.000,-77.000
wlan,smartphone,1454459888460992993,Parker5749-5,10:86:8c:69:d4:1a,5180.000,-85.000
wlan,smartphone,1454459888460973774,,12:86:8c:69:d4:14,2462.000,-94.000
wlan,smartphone,1454459928620646488,Apple Network 6607a5,5c:96:9d:66:07:a5,2462.000,-87.000
wlan,smartphone,1454459928620611978,xfinitywifi,0c:54:a5:94:99:2a,2437.000,-77.000
wlan,smartphone,1454459928620607009,larson129's Guest Network,5e:96:9d:66:07:a6,2462.000,-88.000
wlan,smartphone,1454459928620581738,xfinitywifi,22:86:8c:69:d4:14,2462.000,-91.000
wlan,smartphone,1454459968496179816,HOME-CD11-5,0c:54:a5:90:34:88,5200.000,-90.000
wlan,smartphone,1454459968496110930,Apple Network 6607a5,5c:96:9d:66:07:a5,2462.000,-88.000
wlan,smartphone,1454459968496096357,larson129's Guest Network,5e:96:9d:66:07:a6,2462.000,-89.000
wlan,smartphone,1454459968495981055,Parker5749,10:86:8c:69:d4:14,2462.000,-92.000
wlan,smartphone,1454459968495989149,xfinitywifi,0c:54:a5:90:34:8a,5200.000,-90.000
wlan,smartphone,1454460008527625936,HOME-CD11-2.4,0c:54:a5:94:99:28,2437.000,-74.000
wlan,smartphone,1454460008527611967,xfinitywifi,0c:54:a5:94:99:2a,2437.000,-74.000
wlan,smartphone,1454460008527598540,larson129's Guest Network,5e:96:9d:66:07:a6,2462.000,-90.000
wlan,smartphone,1454460008527581800,Apple Network 6607a5,5c:96:9d:66:07:a5,2462.000,-92.000
wlan,smartphone,1454460008527565009,Parker5749,10:86:8c:69:d4:14,2462.000,-93.000
wlan,smartphone,1454460008527543144,ATT4w598W7,30:60:23:59:87:40,2437.000,-94.000
