sensor_type, device_type, label, label_start, label_start_datetime,label_end, label_end_datetime,
interval_label,smartphone,Washing Hands,1454462290051000064.000,02/02/2016 17:18:10,1454462437320999936.000,02/02/2016 17:20:37
