sensor_type, device_type, label, label_start, label_start_datetime,label_end, label_end_datetime,
interval_label,smartphone,Washing Hands,1454462455516999936.000,02/02/2016 17:20:55,1454462596790000128.000,02/02/2016 17:23:16
