sensor_type, device_type, timestamps, data, 
phonestate,smartphone,1454459173584000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454459173586000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454459213198000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454459213199000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454459220970000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454459220971000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454459262798000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454459262799000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454459271164000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454459271165000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454459289562000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454459289563000000,DATA_ACTIVITY_NONE
