sensor_type, device_type, timestamps, data, 
phonestate,smartphone,1454462102321000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454462102322000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454462120371000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454462120371000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454462148734000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454462148737000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454462163753000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454462163753000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454462195247000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454462195250000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454462199452000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454462199453000000,DATA_ACTIVITY_NONE
