sensor_type, device_type, timestamps, data, 
phonestate,smartphone,1454956751172000000,DATA_ACTIVITY_IN
phonestate,smartphone,1454956752188000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454956819663000000,[37127,108104714,0]
phonestate,smartphone,1454956865712000000,[37127,107884554,0]
