sensor_type, device_type, timestamps, data, 
phonestate,smartphone,1454959512125000000,[37127,107884561,0]
phonestate,smartphone,1454959514456000000,DATA_ACTIVITY_INOUT
phonestate,smartphone,1454959516478000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454959528709000000,DATA_ACTIVITY_INOUT
phonestate,smartphone,1454959529724000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454959580875000000,DATA_ACTIVITY_INOUT
phonestate,smartphone,1454959581881000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454959582899000000,DATA_ACTIVITY_INOUT
phonestate,smartphone,1454959586968000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454959587948000000,DATA_ACTIVITY_INOUT
phonestate,smartphone,1454959589978000000,DATA_ACTIVITY_NONE
