sensor_type, device_type, timestamps, cid, lac, mcc, mnc, 
gsm,smartphone,1454961559011000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961570029000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961581025000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961592019000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961603013000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961614019000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961625023000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961636004000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961647019000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961658019000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961669017000000,108762376.000,37127.000,310,410
