sensor_type, device_type, label, label_start, label_start_datetime,label_end, label_end_datetime,
interval_label,smartphone,Walking,1454959337198000128.000,08/02/2016 11:22:17,1454959514616000000.000,08/02/2016 11:25:14
interval_label,smartphone,Washing Hands,1454959529476999936.000,08/02/2016 11:25:29,1454959580777999872.000,08/02/2016 11:26:20
