sensor_type, device_type, timestamps, data, 
phonestate,smartphone,1454959780421000000,DATA_ACTIVITY_INOUT
phonestate,smartphone,1454959781427000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454959832113000000,[37127,108762385,0]
phonestate,smartphone,1454959833457000000,DATA_ACTIVITY_INOUT
phonestate,smartphone,1454959876680000000,[37127,107884561,0]
phonestate,smartphone,1454959878047000000,DATA_ACTIVITY_OUT
phonestate,smartphone,1454959878680000000,[37127,108762385,0]
phonestate,smartphone,1454959879061000000,DATA_ACTIVITY_IN
phonestate,smartphone,1454959880090000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454959894152000000,[37127,107884561,0]
