sensor_type, device_type, timestamps, cid, lac, mcc, mnc, 
gsm,smartphone,1454963495010000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963506011000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963517005000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963528025000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963539013000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963550015000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963561006000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963572003000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963583010000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963594007000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963605022000000,108762377.000,37127.000,310,410
