sensor_type, device_type, label, label_start, label_start_datetime,label_end, label_end_datetime,
interval_label,smartphone,Washing Hands,1454959593401999872.000,08/02/2016 11:26:33,1454959651236000000.000,08/02/2016 11:27:31
