sensor_type, device_type, timestamps, name, address, rssi, 
bluetooth,smartphone,1454957057973000000,Flex,EC:89:05:BF:BC:A6,-90.000
bluetooth,smartphone,1454957066119000000,null,50:FE:5A:E6:6C:44,-86.000
