sensor_type, device_type, timestamps, data, 
phonestate,smartphone,1454962908636000000,DATA_ACTIVITY_OUT
phonestate,smartphone,1454962909645000000,DATA_ACTIVITY_IN
phonestate,smartphone,1454962910659000000,DATA_ACTIVITY_INOUT
phonestate,smartphone,1454962911684000000,DATA_ACTIVITY_OUT
phonestate,smartphone,1454962912715000000,DATA_ACTIVITY_INOUT
phonestate,smartphone,1454962913745000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454962934923000000,DATA_ACTIVITY_INOUT
phonestate,smartphone,1454962935965000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454962982982000000,DATA_ACTIVITY_INOUT
phonestate,smartphone,1454962984037000000,DATA_ACTIVITY_NONE
