sensor_type, device_type, timestamps, ssid, bssid, frequency, level, 
wlan,smartphone,1454958098418045335,CBCI-96A1-5,20:25:64:f0:2b:d8,5765.000,-88.000
wlan,smartphone,1454958098418006637,xfinitywifi,20:25:64:f0:2b:da,5765.000,-90.000
wlan,smartphone,1454958098417959564,Small_Threads-2,60:02:92:f9:19:98,2437.000,-83.000
wlan,smartphone,1454958098417919720,HP-Print-68-Officejet Pro 6830,94:57:a5:a3:79:68,2412.000,-88.000
wlan,smartphone,1454958098417947980,xfinitywifi,74:85:2a:36:96:ea,5805.000,-87.000
wlan,smartphone,1454958098417910710,Creekside,74:85:2a:35:da:f0,2462.000,-82.000
wlan,smartphone,1454958098417872595,REGIS,10:5f:06:4d:89:45,2437.000,-89.000
wlan,smartphone,1454958098417864907,xfinitywifi,74:85:2a:35:da:f2,2462.000,-82.000
wlan,smartphone,1454958098417829324,LabStation Guest,b2:c7:45:75:19:4c,2437.000,-72.000
wlan,smartphone,1454958098417800803,aas13,2a:28:5d:30:c0:90,2417.000,-85.000
wlan,smartphone,1454958098417817272,,b0:c7:45:75:19:4d,5200.000,-69.000
wlan,smartphone,1454958098417765532,IDEXXw1,b0:c7:45:75:19:4c,2437.000,-84.000
wlan,smartphone,1454958098417761428,HP-Print-F8-LaserJet 1102,14:2d:27:37:48:f8,2437.000,-91.000
wlan,smartphone,1454958098417747439,XFINITY,00:0d:67:7d:d6:55,2462.000,-91.000
wlan,smartphone,1454958098417927471,CBCI-96A1-5,20:25:64:f0:2b:d8,5765.000,-88.000
wlan,smartphone,1454958101865604012,xfinitywifi,20:25:64:f0:2b:da,5765.000,-85.000
wlan,smartphone,1454958101865471867,Small_Threads-2,60:02:92:f9:19:98,2437.000,-83.000
wlan,smartphone,1454958101865356679,HP-Print-68-Officejet Pro 6830,94:57:a5:a3:79:68,2412.000,-88.000
wlan,smartphone,1454958101865570367,xfinitywifi,74:85:2a:36:96:ea,5805.000,-81.000
