sensor_type, device_type, timestamps, name, address, rssi, 
bluetooth,smartphone,1454960421532000000,iPhone,64:4F:5C:D3:73:55,-105.000
bluetooth,smartphone,1454960423305000000,Flex,D9:3D:50:F5:06:C3,-103.000
