sensor_type, device_type, timestamps, data, 
phonestate,smartphone,1454963141255000000,[37127,108762377,0]
phonestate,smartphone,1454963143612000000,DATA_ACTIVITY_INOUT
phonestate,smartphone,1454963144631000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454963149540000000,DATA_DISCONNECTED
phonestate,smartphone,1454963149540000000,DATA_DISCONNECTED
phonestate,smartphone,1454963149594000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454963175056000000,DATA_CONNECTED
phonestate,smartphone,1454963175056000000,DATA_CONNECTED
phonestate,smartphone,1454963175077000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454963178737000000,DATA_DISCONNECTED
phonestate,smartphone,1454963178737000000,DATA_DISCONNECTED
phonestate,smartphone,1454963178759000000,DATA_ACTIVITY_NONE
