sensor_type, device_type, timestamps, cid, lac, mcc, mnc, 
gsm,smartphone,1454959623014000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959634019000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959645022000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959656038000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959667024000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959678016000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959689021000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959700015000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959711008000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959722021000000,107884561.000,37127.000,310,410
gsm,smartphone,1454959733018000000,107884561.000,37127.000,310,410
