sensor_type, device_type, timestamps, cid, lac, mcc, mnc, 
gsm,smartphone,1454962527022000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962538021000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962549016000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962560098000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962571025000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962582016000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962593014000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962604022000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962615031000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962626027000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962637015000000,108762376.000,37127.000,310,410
