sensor_type, device_type, timestamps, cid, lac, mcc, mnc, 
gsm,smartphone,1454957445061000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957456007000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957467019000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957478010000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957489021000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957500025000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957511020000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957522011000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957533026000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957544021000000,107884554.000,37127.000,310,410
gsm,smartphone,1454957555008000000,107884554.000,37127.000,310,410
