sensor_type, device_type, timestamps, data, 
phonestate,smartphone,1454957939140000000,DATA_CONNECTED
phonestate,smartphone,1454957939148000000,DATA_CONNECTED
phonestate,smartphone,1454957939157000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454957951081000000,DATA_DISCONNECTED
phonestate,smartphone,1454957951085000000,DATA_DISCONNECTED
phonestate,smartphone,1454957951143000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454957953506000000,DATA_CONNECTED
phonestate,smartphone,1454957953509000000,DATA_CONNECTED
phonestate,smartphone,1454957953529000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454957959318000000,DATA_DISCONNECTED
phonestate,smartphone,1454957959323000000,DATA_DISCONNECTED
phonestate,smartphone,1454957959347000000,DATA_ACTIVITY_NONE
phonestate,smartphone,1454957974080000000,[37127,107884553,0]
phonestate,smartphone,1454958031510000000,DATA_CONNECTED
phonestate,smartphone,1454958031518000000,DATA_CONNECTED
phonestate,smartphone,1454958031542000000,DATA_ACTIVITY_NONE
