sensor_type, device_type, timestamps, cid, lac, mcc, mnc, 
gsm,smartphone,1454956356006000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956367007000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956378023000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956389016000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956400018000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956411010000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956422017000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956433029000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956444005000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956455058000000,107884554.000,37127.000,310,410
gsm,smartphone,1454956466015000000,107884554.000,37127.000,310,410
